BIOCHEMICAL,PATHWAY,ChemRICHClass,PUBCHEM,INCHIKEY,PLATFORM,MASS,RI
1-arachidonoyl-gpc (20:4),lipid,LPC,52924038,IGJKYDBBINVMLH-JXRLJXCWSA-N,lc/ms pos late,544.3398,1460
1-arachidonoyl-gpc (20:4)*,lipid,LPC,52924038,IGJKYDBBINVMLH-JXRLJXCWSA-N,lc/ms pos late,544.33977,1460
1-arachidonoyl-gpc (20:4n6),lipid,LPC,52924038,IGJKYDBBINVMLH-JXRLJXCWSA-N,lc/ms neg,544.33977,1460
1-arachidonoyl-gpc (20:4n6)*,lipid,LPC,52924038,IGJKYDBBINVMLH-JXRLJXCWSA-N,lc/ms pos late,544.33977,1460
1-arachidonoyl-gpc* (20:4)*,lipid,LPC,52924038,IGJKYDBBINVMLH-JXRLJXCWSA-N,lc/ms pos late,544.3398,1460
1-arachidonoyl-gpe (20:4)*,lipid,LPE,42607465,ROPRRXYVXLDXQO-XSQXPFHXSA-N,lc/ms pos late,502.29282,1450
1-arachidonoyl-gpe (20:4n6),lipid,LPE,42607465,ROPRRXYVXLDXQO-XSQXPFHXSA-N,lc/ms neg,500.27826,1470
1-arachidonoyl-gpe (20:4n6)*,lipid,LPE,42607465,ROPRRXYVXLDXQO-XSQXPFHXSA-N,lc/ms neg,502.29282,5874
1-arachidonoyl-gpe* (20:4)*,glycerophosopholipid mtb,LPE,42607465,ROPRRXYVXLDXQO-XSQXPFHXSA-N,lc/ms pos late,502.2928,1470
1-arachidonoyl-gpi (20:4),lipid,LPI,121596217,LXUGKKVCSTYZFK-VUSDMFPISA-M,lc/ms neg,619.28888,5482
1-arachidonoyl-gpi (20:4)*,lipid,LPI,121596217,LXUGKKVCSTYZFK-VUSDMFPISA-M,lc/ms neg,619.28888,5482
1-arachidonoyl-gpi* (20:4)*,lipid,LPI,121596217,LXUGKKVCSTYZFK-VUSDMFPISA-M,lc/ms neg,619.2889,5482
1-arachidonylglycerol,lipid,MAG,5282281,DCPCOKIYJYGMDN-DOFZRALJSA-N,lc/ms neg,303.23293,6450
1-arachidonylglycerol (20:4),lipid,MAG,5282281,DCPCOKIYJYGMDN-DOFZRALJSA-N,lc/ms neg,303.23293,6250
1-arachidoyl-2-arachidonoyl-gpc (20:0/20:4)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,838.632,2523
1-arachidoylglycerophosphocholine (20:0),lipid,LPC,53480469,LAXQYRRMGGEGOH-JXRLJXCWSA-N,lc/ms pos,552.4,6100
1-arachidoyl-gpc (20:0),glycerophosopholipid mtb,LPC,24779473,UATOAILWGVYRQS-HHHXNRCGSA-N,lc/ms pos late,552.4024,1706
1-arachidoyl-gpe (20:0)*,lipid,,,,lc/ms pos late,,
1-behenoylglycerol (1-monobehenin),,,,,gc/ms,455.4,2306
1-behenoylglycerophosphocholine (22:0),,,,,lc/ms pos,580.4,6320.7
1-behenoyl-gpc (22:0),lipid,LPC,,,lc/ms pos late,,
1-carboxyethylhistidine,amino acid,,,,lc/ms neg,226.0833,1071
1-carboxyethylisoleucine,amino acid,"Amino Acids, Branched-Chain",146171344,SGRBVWIYXFFROW-LOJRBXKRSA-N,lc/ms neg,202.1085,2628
1-carboxyethylleucine,amino acid,"Amino Acids, Branched-Chain",145884707,DBYZWPUDPKAERO-MLWJPKLSSA-N,lc/ms neg,202.1085,2663
1-carboxyethylphenylalanine,amino acid,Cycloparaffins,127261991,MSBSJGQKNVMMQB-SCZZXKLOSA-N,lc/ms neg,236.0928,2844
1-carboxyethyltyrosine,amino acid,"Amino Acids, Aromatic",146171371,PSDIFPFBXWPVJN-MHPPCMCBSA-N,lc/ms neg,252.0877,1846
1-carboxyethylvaline,amino acid,"Amino Acids, Branched-Chain",156960905,MHWYRGPPKCKIQY-RITPCOANSA-N,lc/ms neg,188.0928,2008
1-cerotoyl-gpc (26:0)*,lipid,LPC,,,lc/ms pos late,636.49627,1990
1-deoxysphinganine (m18:0),,,,,lc/ms pos late,,
1-deoxysphingosine (m18:1),,,,,lc/ms pos late,,
1-dihomo-linolenoyl-gpc (20:3n3 or 6)*,lipid,PC,,,lc/ms pos late,,
1-dihomo-linolenoyl-gpe (20:3n3 or 6)*,glycerophosopholipid mtb,PE,,,lc/ms neg,502.2939,6032
1-dihomo-linolenylglycerol (20:3),lipid,MAG,53480986,,lc/ms neg,305.24858,6400
"1-dihomo-linolenylglycerol (alpha, gamma)",lipid,MAG,,,lc/ms neg,305.24858,6220
"1-dihomo-linolenyl-glycerol (alpha, gamma)",,,,,lc/ms neg,305.24858,6220
1-dihomo-linoleoylglycerol (20:2),lipid,MAG,,,lc/ms neg,307.26423,6800
1-dihomo-linoleoylglycerophosphocholine (20:2n6)*,lipid,PC,,,lc/ms pos,548.3,5696
1-dihomo-linoleoyl-gpc (20:2)*,lipid,LPC,52924053,YYQVCMMXPIJVHY-ZOIJLGJPSA-N,lc/ms pos late,,
1-docosahexaenoylglycerol,lipid,,,,lc/ms neg,309.22236,6522.8
1-docosahexaenoylglycerol (1-monodocosahexaenoin),lipid,,,,lc/ms neg,415.3,6180
1-docosahexaenoylglycerol (22:6),lipid,MAG,53480995,,lc/ms neg,309.22236,6150
1-docosahexaenoylglycerophosphocholine (22:6n3),lipid,LPC,,,lc/ms pos,568.4,5518
1-docosahexaenoylglycerophosphocholine (22:6n3)*,lipid,LPC,,,lc/ms pos,568.4,5518
1-docosahexaenoylglycerophosphocholine*,lipid,LPC,,,lc/ms pos,568.4,5518
1-docosahexaenoylglycerophosphoethanolamine,lipid,LPE,,,lc/ms neg,524.3,5650
1-docosahexaenoylglycerophosphoethanolamine*,lipid,LPE,,,lc/ms neg,524.3,5650
1-docosahexaenoyl-gpc (22:6)*,lipid,LPC,,,lc/ms pos late,,
1-docosahexaenoyl-gpc* (22:6)*,glycerophosopholipid mtb,LPC,,,lc/ms pos late,568.3398,1455
1-docosahexaenoyl-gpe (22:6)*,glycerophosopholipid mtb,LPE,,,lc/ms pos late,526.2928,1450
1-docosapentaenoylglycerophosphocholine (22:5n3),lipid,LPC,,,lc/ms pos,570.4,5584
1-docosapentaenoylglycerophosphocholine (22:5n3)*,lipid,LPC,,,lc/ms pos,570.4,5584
1-docosapentaenoylglycerophosphocholine (22:5n6)*,lipid,LPC,,,lc/ms pos,570.35542,5619.6
1-docosapentaenoylglycerophosphocholine*,lipid,LPC,,,lc/ms pos,570.4,5584
1-docosapentaenoyl-gpc (22:5n3)*,,LPC,53480475,BIEOSECQPGGZMF-NAIWXXGBSA-N,lc/ms pos late,,
1-docosapentaenoyl-gpc (22:5n6)*,,LPC,53480473,YBUXFQUGNPBZPS-YNBHEIDWSA-N,lc/ms pos late,,
1-docosapentaenoyl-gpc* (22:5n3)*,glycerophosopholipid mtb,LPC,53480475,BIEOSECQPGGZMF-NAIWXXGBSA-N,lc/ms pos late,570.3554,1462
1-docosapentaenoyl-gpe (22:5n3)*,,,,,lc/ms pos late,,
1-docosapentaenoyl-gpe (22:5n6)*,,,,,lc/ms pos late,,
1-eicosadienoylglycerophosphocholine*,lipid,LPC,52924053,YYQVCMMXPIJVHY-ZOIJLGJPSA-N,lc/ms pos,548.3,5696
1-eicosadienoyl-gpc* (20:2)*,glycerophosopholipid mtb,LPC,,,lc/ms pos late,548.3711,1577
1-eicosapentaenoylglycerol (20:5),lipid,,,,lc/ms neg,301.21728,6088
1-eicosapentaenoylglycerol (20:5)*,lipid,MAG,,,lc/ms neg,301.21728,5988
1-eicosapentaenoylglycerophosphocholine (20:5n3)*,lipid,LPC,,,lc/ms pos,542.4,5519.6
1-eicosapentaenoylglycerophosphoethanolamine*,lipid,LPE,,,lc/ms neg,498.26261,5560.7
1-eicosapentaenoyl-gpc (20:5)*,glycerophosopholipid mtb,LPC,,,lc/ms pos late,542.3241,1395
1-eicosapentaenoyl-gpe (20:5)*,glycerophosopholipid mtb,LPE,,,lc/ms pos late,498.26261,1408
1-eicosatrienoylglycerophosphocholine (20:3)*,lipid,LPC,,,lc/ms pos,546.4,5600
1-eicosatrienoylglycerophosphocholine*,lipid,LPC,,,lc/ms pos,546.4,5600
1-eicosatrienoylglycerophosphoethanolamine*,lipid,LPE,,,lc/ms neg,502.3,5777
1-eicosatrienoyl-gpc* (20:3)*,glycerophosopholipid mtb,LPC,,,lc/ms pos late,546.3554,1520
1-eicosenoylglycerol (20:1),lipid,,,,lc/ms pos late,402.35779,1830
1-eicosenoylglycerophosphocholine (20:1n9)*,lipid,LPC,,,lc/ms pos,550.5,5882.7
1-eicosenoylglycerophosphoethanolamine (20:1n9)*,lipid,,,,lc/ms neg,506.5,6243.8
1-eicosenoyl-gpc (20:1)*,glycerophosopholipid mtb,LPC,,,lc/ms pos late,550.3867,1630
1-eicosenoyl-gpe (20:1)*,lipid,LPE,,,lc/ms neg,,
1-eicosenoyl-gpi (20:1)*,lipid,,,,lc/ms neg,,
1-erucoyl-gpc (22:1)*,glycerophosopholipid mtb,LPC,,,lc/ms pos late,578.418,1675
1-heneicosanoyl-gpc (21:0)*,,,,,lc/ms pos late,,
1-heptadecanoylglycerophosphocholine,lipid,LPC,24779463,SRRQPVVYXBTRQK-XMMPIXPASA-N,lc/ms pos,510.4,5750
1-heptadecanoylglycerophosphoethanolamine*,lipid,,,,lc/ms neg,466.3,6029
1-heptadecanoyl-gpc (17:0),glycerophosopholipid mtb,LPC,24779463,SRRQPVVYXBTRQK-XMMPIXPASA-N,lc/ms pos late,510.3554,1566
1-heptadecenoylglycerol (17:1)*,lipid,MAG,,,lc/ms neg,267.23293,6390
1-heptadecenoylglycerol (17:1)*(<u+9762><u+79ef><u+6ca1><u+53d8>),,,,,lc/ms neg,267.23293,6390
1-heptadecenoyl-gpc (17:1)*,,LPC,,,lc/ms pos late,,
1-hexadecanol,lipid,,,,gc/ms,299.2,1863
1h-indole-7-acetic acid,xenobiotics,"Heterocyclic Compounds, 2-Ring",18356439,KNSAWRXCIVESQC-UHFFFAOYSA-N,lc/ms neg,174.05605,922
1h-quinolin-2-one,xenobiotics,,,,lc/ms pos early,146.06004,2680
1-hydroxy-2-naphthalenecarboxylate,xenobiotics,Naphthalenes,6844,SJJCQDRGABAVBB-UHFFFAOYSA-N,lc/ms neg,187.04006,3930
1'-hydroxymidazolam,,Benzodiazepines,107917,QHSMEGADRFZVNE-UHFFFAOYSA-N,lc/ms pos early,,
1-kestose,xenobiotics,Oligosaccharides,440080,VAWYEUIPHLMNNF-OESPXIITSA-N,gc/ms,361.1,2376.9
1-kestotriose,carbohydrate,,,,lc/ms polar,549.16723,3970
1-lignoceroylglycerophosphocholine (24:0)*,lipid,,,,lc/ms pos,608.5,5905.7
1-lignoceroyl-gpc (24:0),lipid,LPC,24779481,SKJMUADLQLZAGH-WJOKGBTCSA-N,lc/ms pos late,608.46497,1907
1-linolenoyl-2-hexadecatrienoyl-galactosylglycerol (18:3/16:3),lipid,PC,,,lc/ms pos late,764.5307,1911
1-linolenoylglycerol,lipid,,,,lc/ms neg,277.21728,6214
1-linolenoylglycerol (18:3),lipid,MAG,53480978,XQBHBEXBUZDCRY-FFXVNFNPSA-N,lc/ms neg,277.21728,6214
1-linolenoylglycerophosphocholine (18:3n3)*,lipid,LPC,24779469,,lc/ms pos,518.4,5527.9
1-linolenoylglycerophosphoethanolamine (18:3n3)*,lipid,,,,lc/ms pos,476.3,5536.5
1-linolenoylglycerophosphoinositol*,lipid,,,,lc/ms neg,593.2,5425
1-linolenoylglycerophosphoserine*,lipid,,,,lc/ms neg,518.3,5375.6
1-linolenoyl-gpa (18:3)*,52693,,,,lc/ms neg,,5420
1-linolenoyl-gpc (18:3),lipid,LPC,24779469,WKQNRCYKYCKESD-YVHLTTHBSA-N,lc/ms pos late,518.32412,1410
1-linolenoyl-gpc (18:3)*,lipid,LPC,24779469,WKQNRCYKYCKESD-YVHLTTHBSA-N,lc/ms pos late,518.32412,1410
1-linolenoyl-gpe (18:3)*,,LPE,,,lc/ms pos late,,
1-linolenoyl-gpg (18:3)*,lipid,LPG,,,lc/ms neg,505.2572,5421
1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4)*,lipid,,,,lc/ms pos late,806.56944,1969
1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4n6),lipid,PC,24778979,ZZSZQATYGVHNLZ-PUMLCSCDSA-N,lc/ms pos late,806.56944,2000
1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4n6)*,lipid,PC,24778979,ZZSZQATYGVHNLZ-PUMLCSCDSA-N,lc/ms pos late,806.56944,1969
1-linoleoyl-2-arachidonoyl-gpe (18:2/20:4),lipid,PE,,,lc/ms pos late,764.52248,2080
1-linoleoyl-2-arachidonoyl-gpe (18:2/20:4)*,lipid,PE,,,lc/ms pos late,764.5225,2030
1-linoleoyl-2-docosahexaenoyl-gpc (18:2/22:6)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,830.5694,1871
1-linoleoyl-2-docosapentaenyol-gpc (18:2/22:5n3)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,832.5851,1958
1-linoleoyl-2-eicosapentaenoyl-gpc (18:2/20:5)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,804.5538,1870
1-linoleoyl-2-linolenoyl-digalactosylglycerol (18:2/18:3)*,lipid,DGDG,,,lc/ms pos late,956.6305,2073
1-linoleoyl-2-linolenoyl-digalactosylglycerol (18;2/18:3)*,54886,,,,lc/ms polar,956.6305,2073
1-linoleoyl-2-linolenoyl-galactosylglycerol (18:2/18:3)*,lipid,DGDG,,,lc/ms pos late,794.57765,2209
1-linoleoyl-2-linolenoyl-gpa (18:2/18:3)*,lipids,,,,lc/ms polar,712.49119,2300
1-linoleoyl-2-linolenoyl-gpc (18:2/18:3),lipid,PC,,,lc/ms pos late,780.55378,1939
1-linoleoyl-2-linolenoyl-gpc (18:2/18:3)*,lipid,PC,,,lc/ms pos late,780.55378,1939
1-linoleoyl-2-omega-arachidonoyl-gpc (18:2/20:4n3)*,lipid,,,,lc/ms pos late,806.56944,1935
1-linoleoyl-digalactosylglycerol (18:2)*,lipid,MGDG,,,lc/ms neg,677.37538,5820
1-linoleoyl-galactosylglycerol (18:2)*,lipid,MGDG,5320254,LBHUIJRTHBBWHP-HJFVYBCQSA-N,lc/ms neg,515.32255,5966
1-linoleoylglycerol (18:2),lipid,MAG,5283469,WECGLUPZRHILCT-HZJYTTRNSA-N,lc/ms neg,279.23293,6477
1-linoleoylglycerol (1-monolinolein),lipid,MAG,5283469,WECGLUPZRHILCT-HZJYTTRNSA-N,lc/ms neg,279.2,6226
1-linoleoylglycerophosphocholine,lipid,LPC,5280646,SPJFYYJXNPEZDW-UTJQPWESSA-O,lc/ms pos,520.4,5574
1-linoleoylglycerophosphocholine (18:2n6),lipid,LPC,11988421,SPJFYYJXNPEZDW-UTJQPWESSA-N,lc/ms pos,520.4,5574
1-linoleoylglycerophosphoethanolamine,lipid,LPE,90657442,DBHKHNGBVGWQJE-USWSLJGRSA-N,lc/ms pos,476.3,5555
1-linoleoylglycerophosphoethanolamine*,lipid,LPE,90657442,DBHKHNGBVGWQJE-USWSLJGRSA-N,lc/ms neg,476.3,5725
1-linoleoylglycerophosphoinositol*,lipid,LPI,52928605,SAHCQBPGXQFTRA-FPKLTXOWSA-N,lc/ms neg,595.3,5487
1-linoleoylglycerophosphoserine*,lipid,,,,lc/ms neg,520.3,5497.4
1-linoleoyl-gpa (18:2)*,lipid,LPA,71627246,ZQTAMPRZFOOEEP-KKFOGOCZSA-L,lc/ms neg,433.23606,5483
1-linoleoyl-gpc (18:2),lipid,LPC,11005824,SPJFYYJXNPEZDW-FTJOPAKQSA-N,lc/ms pos late,520.33977,1465
1-linoleoyl-gpe (18:2),lipid,LPE,52925130,DBHKHNGBVGWQJE-USWSLJGRSA-N,lc/ms pos late,478.29282,1482
1-linoleoyl-gpe (18:2)*,lipid,LPE,52925130,DBHKHNGBVGWQJE-USWSLJGRSA-N,lc/ms pos late,478.29282,1482
1-linoleoyl-gpg (18:2),lipid,LPG,,,lc/ms neg,507.27284,5516
1-linoleoyl-gpg (18:2)*,lipid,LPG,,,lc/ms neg,507.27284,5516
1-linoleoyl-gpi (18:2),lipid,LPI,11124828,SAHCQBPGXQFTRA-VXWHVBKLSA-N,lc/ms neg,595.28888,5494
1-linoleoyl-gpi (18:2)*,lipid,LPI,11124828,SAHCQBPGXQFTRA-VXWHVBKLSA-N,lc/ms neg,595.28888,5494
1-linoleoyl-gpi* (18:2)*,lipid,LPI,11124828,SAHCQBPGXQFTRA-VXWHVBKLSA-N,lc/ms neg,595.2889,5494
1-linoleoyl-gps (18:2),lipid,,,,lc/ms neg,520.2681,5500
1-linoleoyl-gps (18:2)*,lipid,,,,lc/ms neg,520.26809,5500
1-l-myo-inositol-1-p,carbohydrate,,,,lc/ms polar,259.02244,4785
1-margaroyl-2-arachidonoyl-gpc (17:0/20:4)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,796.5851,2165
1-margaroyl-2-docosahexaenoyl-gpc (17:0/22:6)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,820.5851,2084
1-margaroyl-2-linoleoyl-gpc (17:0/18:2)*,glycerophosopholipid mtb,PC,52922491,ZSKWZJYUVZYDQU-WESJWMGVSA-N,lc/ms pos late,772.5851,2242
1-margaroyl-2-oleoyl-gpc (17:0/18:1)*,lipid,PC,,,lc/ms pos late,774.60074,2450
1-margaroylglycerol (17:0),lipid,MAG,107036,SVUQHVRAGMNPLW-UHFFFAOYSA-N,lc/ms neg,269.24858,6571
1-margaroylglycerol (1-monoheptadecanoin),,,,,lc/ms neg,269.24858,6571
1-margaroylglycerophosphocholine (17:0),lipid,LPC,24779463,SRRQPVVYXBTRQK-XMMPIXPASA-N,lc/ms pos,510.4,5750
1-margaroylglycerophosphoethanolamine*,lipid,LPE,,,lc/ms neg,466.29391,6218
1-margaroyl-gpc (17:0),,LPC,24779463,SRRQPVVYXBTRQK-XMMPIXPASA-N,lc/ms pos,,
1-margaroyl-gpe (17:0)*,glycerophosopholipid mtb,LPE,,,lc/ms neg,466.2939,6218
1-meadoylglycerol (20:3n9),lipid,,,,lc/ms neg,305.24858,6450
1-meadoylglycerol (20:3n9)*,lipid,,,,lc/ms neg,305.2486,6450
1-methyl-2-piperidinecarboxylic acid,,,,,lc/ms pos,144.2,1142
1-methyl-4-imidazoleacetate,amino acid,Azoles,75810,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,lc/ms pos early,141.06586,2064
1-methyl-5-imidazoleacetate,amino acid,Azoles,6451814,UJCGYTCAMOHYCG-UHFFFAOYSA-N,lc/ms pos early,141.0659,1989
1-methyl-5-imidazolelactate,amino acid,,,,lc/ms pos early,171.0764,1995
1-methyladenine,nucleotide,Purines,78821,SATCOUWSAZBIJO-UHFFFAOYSA-N,lc/ms pos early,150.07743,2133
1-methyladenosine,nucleotide,Purine Nucleosides,27476,GFYLSDSUCHVORB-IOSLPCCCSA-N,lc/ms pos early,282.1197,2120
1-methyl-beta-carboline-3-carboxylic acid,xenobiotics,Pyridines,5406157,MFEZJNMQTQMDRQ-UHFFFAOYSA-N,lc/ms neg,225.067,3190
1-methylguanidine,amino acid,Guanidines,10111,CHJJGSNFBQVOTG-UHFFFAOYSA-N,lc/ms pos early,74.07127,2149
1-methylguanine,nucleotide,Hypoxanthines,70315,RFLVMTUMFYRZCB-UHFFFAOYSA-N,lc/ms neg,164.05778,1643
1-methylguanosine,nucleotide,Purine Nucleosides,96373,UTAIYTHAJQNQDW-KQYNXXCUSA-N,lc/ms pos early,298.1146,1980
1-methylhistamine,amino acid,Histamine,3614,FHQDWPCFSJMNCT-UHFFFAOYSA-N,lc/ms pos early,126.10258,3040
1-methylhistidine,amino acid,Histidine,92105,BRMWTNUJHUMWMS-UHFFFAOYSA-N,lc/ms pos early,170.09241,2755
1-methylhypoxanthine,nucleotide,Purinones,70765,KIQMCGMHGVXDFW-UHFFFAOYSA-N,lc/ms pos early,151.06144,1530
1-methylimidazoleacetate,amino acid,Azoles,75810,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,lc/ms pos early,141.06586,2064
1-methylnicotimide,cofactors and vitamins,,,,lc/ms pos early,137.07094,1940
1-methylnicotinamide,cofactors and vitamins,Nicotinic Acids,457,LDHMAVIPBRSVRG-UHFFFAOYSA-O,lc/ms pos early,137.07094,1940
1-methylurate,xenobiotics,Xanthines,69726,QFDRTQONISXGJA-UHFFFAOYSA-N,lc/ms neg,181.03671,1099
1-methylxanthine,xenobiotics,Alkaloids,80220,MVOYJPOZRLFTCP-UHFFFAOYSA-N,lc/ms neg,165.0418,1568.8
1-myristoleoylglycerol (14:1),lipid,,,,lc/ms neg,225.18598,5655
1-myristoleoylglycerophosphocholine (14:1) *,lipid,,,,lc/ms pos,466.3,5417
1-myristoleoylglycerophosphoinositol*,lipid,,,,lc/ms neg,541.4,5329.3
1-myristoyl-2-arachidonoyl-gpc (14:0/20:4),lipid,PC,,,lc/ms pos late,754.53813,1950
1-myristoyl-2-arachidonoyl-gpc (14:0/20:4)*,lipid,PC,,,lc/ms pos late,754.53813,1914
1-myristoyl-2-docosahexaenoyl-gpc (14:0/22:6)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,778.5381,1859
1-myristoyl-2-linoleoyl-gpc (14:0/18:2)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,730.5381,1976
1-myristoyl-2-palmitoleoyl-gpc (14:0/16:1)*,,PC,,,lc/ms pos late,704.52248,1955
1-myristoyl-2-palmitoleoyl-gpg (14:0/16:1)*,lipid,,,,lc/ms pos late,710.4967,2400
1-myristoyl-2-palmitoyl-gpc (14:0/16:0),lipid,PC,129657,RFVFQQWKPSOBED-PSXMRANNSA-N,lc/ms pos late,706.53813,2147
1-myristoyl-2-palmitoyl-gpg (14:0/16:0)*,lipid,,,,lc/ms pos late,712.5123,2722
1-myristoylglycerol (14:0),lipid,MAG,79050,DCBSHORRWZKAKO-UHFFFAOYSA-N,lc/ms neg,227.20163,6353.3
1-myristoylglycerol (1-monomyristin),lipids,,,,gc/ms,343.2,2052
1-myristoylglycerophosphocholine,lipid,LPC,460604,VXUOFDJKYGDUJI-OAQYLSRUSA-N,lc/ms pos,468.3,5481
1-myristoylglycerophosphocholine (14:0),lipid,LPC,460604,VXUOFDJKYGDUJI-OAQYLSRUSA-N,lc/ms pos,468.3,5481
1-myristoylglycerophosphoethanolamine,lipid,,,,lc/ms neg,424.3,5603
1-myristoyl-gpa (14:0),lipid,,,,lc/ms neg,381.20476,5420
1-myristoyl-gpc (14:0),lipid,LPC,460604,VXUOFDJKYGDUJI-OAQYLSRUSA-N,lc/ms pos late,468.3,5481
1-nervonoyl-gpc (24:1n9)*,lipid,PC,,,lc/ms pos late,,
1-nisinoyl-gpc (24:6)*,lipid,,,,lc/ms pos late,,
1-nonadecanoylglycerophosphocholine(19:0),lipid,PC,24779472,,lc/ms pos,538.38672,5950
1-nonadecanoylglycerophosphocholine(19:0)*,lysolipid,PC,24779472,,lc/ms pos,538.5,5917.4
1-nonadecanoyl-gpc (19:0),lipid,PC,24779472,WYIMORDZGCUBAA-AREMUKBSSA-N,lc/ms pos late,,
1-nonadecenoyl-gpc (19:1)*,,,,,lc/ms pos late,,
1-octadecanol,lipid,,,,gc/ms,327.3,1957.7
1-o-hexadecyl-gpc (c16),glycerophosopholipid mtb,PC,,VLBPIWYTPAXCFJ-XMMPIXPASA-N,lc/ms pos late,482.3605,1573
1-oleoyl-2-alpha-linolenoyl-gpc (18:1/18:3n3),,,,,lc/ms pos late,782.56944,2020
1-oleoyl-2-arachidonoyl-gpc (18:1/20:4)*,,,,,lc/ms pos late,808.58509,2099
1-oleoyl-2-arachidonoyl-gpe (18:1/20:4),lipid,PE,,,lc/ms pos late,766.53813,2200
1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,lipid,PE,,,lc/ms pos late,766.53813,2200
1-oleoyl-2-arachidonoyl-gpi (18:1/20:4),lipid,PI,,,lc/ms pos late,902.57531,2568
1-oleoyl-2-arachidonoyl-gpi (18:1/20:4) *,lipid,,,,lc/ms pos late,902.57531,2568
1-oleoyl-2-arachidonoyl-gpi (18:1/20:4)*,lipid,PI,,,lc/ms pos late,902.5753,2568
1-oleoyl-2-dihomo-linolenoyl-gpc (18:1/20:3)*,,PC,,,lc/ms pos late,,
1-oleoyl-2-dihomo-linoleoyl-gpc (18:1/20:2)*,,PC,,,lc/ms pos late,,
1-oleoyl-2-docosahexaenoyl-gpc (18:1/22:6),lipid,PC,24778955,FPEVDFOXMCHLKL-KFDYCXSYSA-N,lc/ms pos late,832.58509,2100
1-oleoyl-2-docosahexaenoyl-gpc (18:1/22:6)*,lipid,PC,24778955,FPEVDFOXMCHLKL-KFDYCXSYSA-N,lc/ms pos late,832.58509,2011
1-oleoyl-2-docosahexaenoyl-gpe (18:1/22:6),lipid,,,,lc/ms pos late,790.5381,2119
1-oleoyl-2-docosahexaenoyl-gpe (18:1/22:6)*,lipid,PE,,,lc/ms pos late,790.5381,2119
1-oleoyl-2-docosapentaenoyl-gpc (18:1/22:5n3)*,glycerophosopholipid mtb,PC,,,lc/ms pos late,834.6007,2060
1-oleoyl-2-linolenoyl-galactosylglycerol (18:1/18:3)*,,,,,lc/ms pos late,796.59333,2448
1-oleoyl-2-linolenoyl-gpa (18:1/18:3),,,,,lc/ms pos late,714.50684,2522
1-oleoyl-2-linolenoyl-gpi (18:1/18:3)*,lipid,,,,lc/ms pos late,876.55966,2409
1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),lipid,MAG,9543722,BLZVZPYMHLXLHG-RQOIEFAZSA-N,lc/ms pos late,636.55616,3115
1-oleoyl-2-linoleoyl-gpa (18:1/18:2)*,,,,,lc/ms pos late,716.52249,2800
1-oleoyl-2-linoleoyl-gpc (18:1/18:2),lipid,PC,24778939,GDWULUGDXGHJIJ-VJHNMZKJSA-N,lc/ms pos late,784.5851,2165
1-oleoyl-2-linoleoyl-gpc (18:1/18:2)*,lipid,PC,24778939,GDWULUGDXGHJIJ-VJHNMZKJSA-N,lc/ms pos late,784.58509,2165
1-oleoyl-2-linoleoyl-gpe (18:1/18:2),lipid,PE,9546753,GKAFCSRKMWFPSJ-RJXNKANHSA-N,lc/ms pos late,742.53813,2270
1-oleoyl-2-linoleoyl-gpe (18:1/18:2)*,lipid,PE,9546753,GKAFCSRKMWFPSJ-RJXNKANHSA-N,lc/ms pos late,742.53813,2270
1-oleoyl-2-linoleoyl-gpg (18:1/18:2)*,lipid,,,,lc/ms pos late,790.5593,2767
1-oleoyl-2-linoleoyl-gpi (18:1/18:2)*,lipid,PI,86289141,KZVRAFHIKMDULK-HJCWERLXSA-M,lc/ms polar,859.53393,902
1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),lipid,MAG,9543722,GREDRAMJRDQWEJ-UHFFFAOYSA-N,lc/ms pos late,636.55616,3223
1-oleoylglycerol (18:1),lipid,MAG,5283468,RZRNAYUHWVFMIP-KTKRTIGZSA-N,lc/ms neg,281.24858,6650
1-oleoylglycerol (1-monoolein),lipid,MAG,5319879,UPWGQKDVAURUGE-KTKRTIGZSA-N,gc/ms,397.4,2181.2
1-oleoylglycerophosphate,lipid,,,,lc/ms neg,435.25171,5615
1-oleoylglycerophosphate (18:1),lipid,LPA,44159357,XGRLSUFHELJJAB-JGSYTFBMSA-M,lc/ms polar,435.2517,
1-oleoylglycerophosphocholine,lipid,LPC,5313988,YAMUFBLWGFFICM-PTGWMXDISA-O,lc/ms pos,522.4,5700
1-oleoylglycerophosphocholine (18:1),lipid,LPC,16081932,YAMUFBLWGFFICM-PTGWMXDISA-N,lc/ms pos,522.4,5700
